nohup: ignoring input
cobol2rust scan: repos/ (workers: 24, batch: 100)
line 105:9 token recognition error at: '#'
line 105:10 token recognition error at: '#'
line 105:11 token recognition error at: '#'
line 105:12 token recognition error at: '#'
line 105:13 token recognition error at: '#'
line 105:14 token recognition error at: '#'
line 105:15 token recognition error at: '#'
line 105:16 token recognition error at: '#'
line 105:17 token recognition error at: '#'
line 105:18 token recognition error at: '#'
line 105:19 token recognition error at: '#'
line 105:20 token recognition error at: '#'
line 105:21 token recognition error at: '#'
line 36:24 token recognition error at: '#'
line 36:25 token recognition error at: '#'
line 105:22 token recognition error at: '#'
line 105:23 token recognition error at: '#'
line 105:24 token recognition error at: '#'
line 105:25 token recognition error at: '#'
line 105:26 token recognition error at: '#'
line 36:26 token recognition error at: '#'
line 36:27 token recognition error at: '#'
line 105:27 token recognition error at: '#'
line 105:28 token recognition error at: '#'
line 105:29 token recognition error at: '#'
line 105:30 token recognition error at: '#'
line 105:31 token recognition error at: '#'
line 105:32 token recognition error at: '#'
line 105:33 token recognition error at: '#'
line 105:34 token recognition error at: '#'
line 105:35 token recognition error at: '#'
line 36:28 token recognition error at: '#'
line 36:29 token recognition error at: '#'
line 105:36 token recognition error at: '#'
line 105:37 token recognition error at: '#'
line 105:38 token recognition error at: '#'
line 105:39 token recognition error at: '#'
line 105:40 token recognition error at: '#'
line 105:41 token recognition error at: '#'
line 105:42 token recognition error at: '#'
line 105:43 token recognition error at: '#'
line 105:44 token recognition error at: '#'
line 105:45 token recognition error at: '#'
line 105:46 token recognition error at: '#'
line 105:47 token recognition error at: '#'
line 105:48 token recognition error at: '#'
line 105:49 token recognition error at: '#'
line 89:2 token recognition error at: '#'
line 89:3 token recognition error at: '#'
line 89:4 token recognition error at: '#'
line 89:5 token recognition error at: '#'
line 89:6 token recognition error at: '#'
line 89:7 token recognition error at: '#'
line 105:50 token recognition error at: '#'
line 105:51 token recognition error at: '#'
line 105:52 token recognition error at: '#'
line 105:53 token recognition error at: '#'
line 105:54 token recognition error at: '#'
line 105:55 token recognition error at: '#'
line 105:56 token recognition error at: '#'
line 36:30 token recognition error at: '#'
line 36:31 token recognition error at: '#'
line 36:32 token recognition error at: '#'
line 36:33 token recognition error at: '#'
line 36:34 token recognition error at: '#'
line 36:35 token recognition error at: '#'
line 89:8 token recognition error at: '#'
line 89:9 token recognition error at: '#'
line 89:10 token recognition error at: '#'
line 89:11 token recognition error at: '#'
line 89:12 token recognition error at: '#'
line 89:13 token recognition error at: '#'
line 89:14 token recognition error at: '#'
line 89:15 token recognition error at: '#'
line 36:36 token recognition error at: '#'
line 36:37 token recognition error at: '#'
line 89:16 token recognition error at: '#'
line 152:2 token recognition error at: '#'
line 36:38 token recognition error at: '#'
line 36:39 token recognition error at: '#'
line 152:3 token recognition error at: '#'
line 152:4 token recognition error at: '#'
line 89:17 token recognition error at: '#'
line 36:40 token recognition error at: '#'
line 152:5 token recognition error at: '#'
line 152:6 token recognition error at: '#'
line 152:7 token recognition error at: '#'
line 152:8 token recognition error at: '#'
line 152:9 token recognition error at: '#'
line 152:10 token recognition error at: '#'
line 152:11 token recognition error at: '#'
line 152:12 token recognition error at: '#'
line 152:13 token recognition error at: '#'
line 152:14 token recognition error at: '#'
line 152:15 token recognition error at: '#'
line 152:16 token recognition error at: '#'
line 152:17 token recognition error at: '#'
line 152:18 token recognition error at: '#'
line 152:19 token recognition error at: '#'
line 152:20 token recognition error at: '#'
line 152:21 token recognition error at: '#'
line 152:22 token recognition error at: '#'
line 152:23 token recognition error at: '#'
line 152:24 token recognition error at: '#'
line 152:25 token recognition error at: '#'
line 36:41 token recognition error at: '#'
line 36:42 token recognition error at: '#'
line 36:43 token recognition error at: '#'
line 36:44 token recognition error at: '#'
line 152:26 token recognition error at: '#'
line 152:27 token recognition error at: '#'
line 152:28 token recognition error at: '#'
line 152:29 token recognition error at: '#'
line 152:30 token recognition error at: '#'
line 152:31 token recognition error at: '#'
line 152:32 token recognition error at: '#'
line 152:33 token recognition error at: '#'
line 152:34 token recognition error at: '#'
line 152:35 token recognition error at: '#'
line 152:36 token recognition error at: '#'
line 152:37 token recognition error at: '#'
line 152:38 token recognition error at: '#'
line 36:45 token recognition error at: '#'
line 36:46 token recognition error at: '#'
line 36:47 token recognition error at: '#'
line 36:48 token recognition error at: '#'
line 152:39 token recognition error at: '#'
line 152:40 token recognition error at: '#'
line 152:41 token recognition error at: '#'
line 152:42 token recognition error at: '#'
line 36:49 token recognition error at: '#'
line 89:18 token recognition error at: '#'
line 89:19 token recognition error at: '#'
line 89:20 token recognition error at: '#'
line 89:21 token recognition error at: '#'
line 89:22 token recognition error at: '#'
line 89:23 token recognition error at: '#'
line 89:24 token recognition error at: '#'
line 152:43 token recognition error at: '#'
line 152:44 token recognition error at: '#'
line 152:45 token recognition error at: '#'
line 152:46 token recognition error at: '#'
line 152:47 token recognition error at: '#'
line 89:25 token recognition error at: '#'
line 89:26 token recognition error at: '#'
line 89:27 token recognition error at: '#'
line 89:28 token recognition error at: '#'
line 89:29 token recognition error at: '#'
line 89:30 token recognition error at: '#'
line 89:31 token recognition error at: '#'
line 89:32 token recognition error at: '#'
line 89:33 token recognition error at: '#'
line 89:34 token recognition error at: '#'
line 89:35 token recognition error at: '#'
line 89:36 token recognition error at: '#'
line 89:37 token recognition error at: '#'
line 89:38 token recognition error at: '#'
line 89:39 token recognition error at: '#'
line 89:40 token recognition error at: '#'
line 152:48 token recognition error at: '#'
line 152:49 token recognition error at: '#'
line 152:50 token recognition error at: '#'
line 152:51 token recognition error at: '#'
line 152:52 token recognition error at: '#'
line 36:50 token recognition error at: '#'
line 36:51 token recognition error at: '#'
line 36:52 token recognition error at: '#'
line 36:53 token recognition error at: '#'
line 36:54 token recognition error at: '#'
line 36:55 token recognition error at: '#'
line 36:56 token recognition error at: '#'
line 89:41 token recognition error at: '#'
line 152:53 token recognition error at: '#'
line 89:42 token recognition error at: '#'
line 152:54 token recognition error at: '#'
line 152:55 token recognition error at: '#'
line 152:56 token recognition error at: '#'
line 50:2 token recognition error at: '#'
line 50:3 token recognition error at: '#'
line 50:4 token recognition error at: '#'
line 50:5 token recognition error at: '#'
line 50:6 token recognition error at: '#'
line 50:7 token recognition error at: '#'
line 50:8 token recognition error at: '#'
line 50:9 token recognition error at: '#'
line 50:10 token recognition error at: '#'
line 50:11 token recognition error at: '#'
line 50:12 token recognition error at: '#'
line 50:13 token recognition error at: '#'
line 50:14 token recognition error at: '#'
line 50:15 token recognition error at: '#'
line 50:16 token recognition error at: '#'
line 50:17 token recognition error at: '#'
line 50:18 token recognition error at: '#'
line 50:19 token recognition error at: '#'
line 50:20 token recognition error at: '#'
line 50:21 token recognition error at: '#'
line 50:22 token recognition error at: '#'
line 50:23 token recognition error at: '#'
line 50:24 token recognition error at: '#'
line 50:25 token recognition error at: '#'
line 50:26 token recognition error at: '#'
line 50:27 token recognition error at: '#'
line 50:28 token recognition error at: '#'
line 50:29 token recognition error at: '#'
line 50:30 token recognition error at: '#'
line 50:31 token recognition error at: '#'
line 50:32 token recognition error at: '#'
line 89:43 token recognition error at: '#'
line 89:44 token recognition error at: '#'
line 89:45 token recognition error at: '#'
line 89:46 token recognition error at: '#'
line 89:47 token recognition error at: '#'
line 89:48 token recognition error at: '#'
line 89:49 token recognition error at: '#'
line 50:33 token recognition error at: '#'
line 50:34 token recognition error at: '#'
line 50:35 token recognition error at: '#'
line 50:36 token recognition error at: '#'
line 50:37 token recognition error at: '#'
line 50:38 token recognition error at: '#'
line 50:39 token recognition error at: '#'
line 50:40 token recognition error at: '#'
line 50:41 token recognition error at: '#'
line 50:42 token recognition error at: '#'
line 50:43 token recognition error at: '#'
line 50:44 token recognition error at: '#'
line 50:45 token recognition error at: '#'
line 50:46 token recognition error at: '#'
